mID,mName,mSubType,mRarity,mMoveLimit
13121,+1 바알베크 사령관의 전투단검,2,3,0
13122,+2 바알베크 사령관의 전투단검,2,3,0
13123,+3 바알베크 사령관의 전투단검,2,3,0
13124,+4 바알베크 사령관의 전투단검,2,3,0
13131,+11 바알베크 사령관의 전투단검,2,3,0
13132,+12 바알베크 사령관의 전투단검,2,3,0
13133,+13 바알베크 사령관의 전투단검,2,3,0
13125,+5 바알베크 사령관의 전투단검,2,3,0
13126,+6 바알베크 사령관의 전투단검,2,3,0
13127,+7 바알베크 사령관의 전투단검,2,3,0
13128,+8 바알베크 사령관의 전투단검,2,3,0
13129,+9 바알베크 사령관의 전투단검,2,3,0
13130,+10 바알베크 사령관의 전투단검,2,3,0
13140,+0 바알베크 사령관의 퇴마단검,2,3,0
13141,+1 바알베크 사령관의 퇴마단검,2,3,0
13142,+2 바알베크 사령관의 퇴마단검,2,3,0
13143,+3 바알베크 사령관의 퇴마단검,2,3,0
13144,+4 바알베크 사령관의 퇴마단검,2,3,0
13145,+5 바알베크 사령관의 퇴마단검,2,3,0
13152,+12 바알베크 사령관의 퇴마단검,2,3,0
13153,+13 바알베크 사령관의 퇴마단검,2,3,0
13146,+6 바알베크 사령관의 퇴마단검,2,3,0
13147,+7 바알베크 사령관의 퇴마단검,2,3,0
13148,+8 바알베크 사령관의 퇴마단검,2,3,0
13149,+9 바알베크 사령관의 퇴마단검,2,3,0
13150,+10 바알베크 사령관의 퇴마단검,2,3,0
13151,+11 바알베크 사령관의 퇴마단검,2,3,0
13160,+0 이프리트의 전투단검,2,3,0
13161,+1 이프리트의 전투단검,2,3,0
13162,+2 이프리트의 전투단검,2,3,0
13163,+3 이프리트의 전투단검,2,3,0
13164,+4 이프리트의 전투단검,2,3,0
13165,+5 이프리트의 전투단검,2,3,0
13172,+12 이프리트의 전투단검,2,3,0
13173,+13 이프리트의 전투단검,2,3,0
13166,+6 이프리트의 전투단검,2,3,0
13167,+7 이프리트의 전투단검,2,3,0
13168,+8 이프리트의 전투단검,2,3,0
13169,+9 이프리트의 전투단검,2,3,0
13170,+10 이프리트의 전투단검,2,3,0
13171,+11 이프리트의 전투단검,2,3,0
13180,+0 이프리트의 퇴마단검,2,3,0
13181,+1 이프리트의 퇴마단검,2,3,0
13182,+2 이프리트의 퇴마단검,2,3,0
13183,+3 이프리트의 퇴마단검,2,3,0
13184,+4 이프리트의 퇴마단검,2,3,0
13185,+5 이프리트의 퇴마단검,2,3,0
13192,+12 이프리트의 퇴마단검,2,3,0
13193,+13 이프리트의 퇴마단검,2,3,0
13186,+6 이프리트의 퇴마단검,2,3,0
13187,+7 이프리트의 퇴마단검,2,3,0
13188,+8 이프리트의 퇴마단검,2,3,0
13189,+9 이프리트의 퇴마단검,2,3,0
13190,+10 이프리트의 퇴마단검,2,3,0
13191,+11 이프리트의 퇴마단검,2,3,0
13200,+0 아바돈의 전투단검,2,3,0
13201,+1 아바돈의 전투단검,2,3,0
13202,+2 아바돈의 전투단검,2,3,0
13203,+3 아바돈의 전투단검,2,3,0
13204,+4 아바돈의 전투단검,2,3,0
13211,+11 아바돈의 전투단검,2,3,0
13212,+12 아바돈의 전투단검,2,3,0
13213,+13 아바돈의 전투단검,2,3,0
13205,+5 아바돈의 전투단검,2,3,0
13206,+6 아바돈의 전투단검,2,3,0
13207,+7 아바돈의 전투단검,2,3,0
13208,+8 아바돈의 전투단검,2,3,0
13209,+9 아바돈의 전투단검,2,3,0
13210,+10 아바돈의 전투단검,2,3,0
13220,+0 아바돈의 퇴마단검,2,3,0
13221,+1 아바돈의 퇴마단검,2,3,0
13222,+2 아바돈의 퇴마단검,2,3,0
13223,+3 아바돈의 퇴마단검,2,3,0
13224,+4 아바돈의 퇴마단검,2,3,0
13225,+5 아바돈의 퇴마단검,2,3,0
13232,+12 아바돈의 퇴마단검,2,3,0
13233,+13 아바돈의 퇴마단검,2,3,0
13226,+6 아바돈의 퇴마단검,2,3,0
13227,+7 아바돈의 퇴마단검,2,3,0
13228,+8 아바돈의 퇴마단검,2,3,0
13229,+9 아바돈의 퇴마단검,2,3,0
13230,+10 아바돈의 퇴마단검,2,3,0
13231,+11 아바돈의 퇴마단검,2,3,0
13240,+0 벨켄의 전투단검,2,3,0
13241,+1 벨켄의 전투단검,2,3,0
13242,+2 벨켄의 전투단검,2,3,0
13243,+3 벨켄의 전투단검,2,3,0
13244,+4 벨켄의 전투단검,2,3,0
13251,+11 벨켄의 전투단검,2,3,0
13252,+12 벨켄의 전투단검,2,3,0
13253,+13 벨켄의 전투단검,2,3,0
13245,+5 벨켄의 전투단검,2,3,0
13246,+6 벨켄의 전투단검,2,3,0
13247,+7 벨켄의 전투단검,2,3,0
13248,+8 벨켄의 전투단검,2,3,0
13249,+9 벨켄의 전투단검,2,3,0
13250,+10 벨켄의 전투단검,2,3,0
13260,+0 인페르노의 전투단검,2,3,0
13261,+1 인페르노의 전투단검,2,3,0
13262,+2 인페르노의 전투단검,2,3,0
13263,+3 인페르노의 전투단검,2,3,0
13264,+4 인페르노의 전투단검,2,3,0
13265,+5 인페르노의 전투단검,2,3,0
13272,+12 인페르노의 전투단검,2,3,0
13273,+13 인페르노의 전투단검,2,3,0
13266,+6 인페르노의 전투단검,2,3,0
13267,+7 인페르노의 전투단검,2,3,0
13268,+8 인페르노의 전투단검,2,3,0
13269,+9 인페르노의 전투단검,2,3,0
13270,+10 인페르노의 전투단검,2,3,0
13271,+11 인페르노의 전투단검,2,3,0
13280,+0 발키리의 전투단검,2,3,0
13281,+1 발키리의 전투단검,2,3,0
13282,+2 발키리의 전투단검,2,3,0
13283,+3 발키리의 전투단검,2,3,0
13284,+4 발키리의 전투단검,2,3,0
13285,+5 발키리의 전투단검,2,3,0
13292,+12 발키리의 전투단검,2,3,0
13293,+13 발키리의 전투단검,2,3,0
13286,+6 발키리의 전투단검,2,3,0
13287,+7 발키리의 전투단검,2,3,0
13288,+8 발키리의 전투단검,2,3,0
13289,+9 발키리의 전투단검,2,3,0
13290,+10 발키리의 전투단검,2,3,0
13291,+11 발키리의 전투단검,2,3,0
13300,+0 다크 나이트의 전투단검,2,3,0
13301,+1 다크 나이트의 전투단검,2,3,0
13302,+2 다크 나이트의 전투단검,2,3,0
13303,+3 다크 나이트의 전투단검,2,3,0
13304,+4 다크 나이트의 전투단검,2,3,0
13305,+5 다크 나이트의 전투단검,2,3,0
13312,+12 다크 나이트의 전투단검,2,3,0
13313,+13 다크 나이트의 전투단검,2,3,0
13306,+6 다크 나이트의 전투단검,2,3,0
13307,+7 다크 나이트의 전투단검,2,3,0
13308,+8 다크 나이트의 전투단검,2,3,0
13309,+9 다크 나이트의 전투단검,2,3,0
13310,+10 다크 나이트의 전투단검,2,3,0
13311,+11 다크 나이트의 전투단검,2,3,0
13320,+0 각성한 라르카의 전투단검,2,3,0
13321,+1 각성한 라르카의 전투단검,2,3,0
13322,+2 각성한 라르카의 전투단검,2,3,0
13323,+3 각성한 라르카의 전투단검,2,3,0
13324,+4 각성한 라르카의 전투단검,2,3,0
13325,+5 각성한 라르카의 전투단검,2,3,0
13332,+12 각성한 라르카의 전투단검,2,3,0
13333,+13 각성한 라르카의 전투단검,2,3,0
13326,+6 각성한 라르카의 전투단검,2,3,0
13327,+7 각성한 라르카의 전투단검,2,3,0
13328,+8 각성한 라르카의 전투단검,2,3,0
13329,+9 각성한 라르카의 전투단검,2,3,0
13330,+10 각성한 라르카의 전투단검,2,3,0
13331,+11 각성한 라르카의 전투단검,2,3,0
13340,+0 여신 칼리의 전투단검,2,3,0
13341,+1 여신 칼리의 전투단검,2,3,0
13342,+2 여신 칼리의 전투단검,2,3,0
13343,+3 여신 칼리의 전투단검,2,3,0
13344,+4 여신 칼리의 전투단검,2,3,0
13351,+11 여신 칼리의 전투단검,2,3,0
13352,+12 여신 칼리의 전투단검,2,3,0
13353,+13 여신 칼리의 전투단검,2,3,0
13345,+5 여신 칼리의 전투단검,2,3,0
13346,+6 여신 칼리의 전투단검,2,3,0
13347,+7 여신 칼리의 전투단검,2,3,0
13348,+8 여신 칼리의 전투단검,2,3,0
13349,+9 여신 칼리의 전투단검,2,3,0
13350,+10 여신 칼리의 전투단검,2,3,0
13360,+0 유피테르 사념의 전투단검,2,3,6
13361,+1 유피테르 사념의 전투단검,2,3,6
13362,+2 유피테르 사념의 전투단검,2,3,6
13363,+3 유피테르 사념의 전투단검,2,3,6
13364,+4 유피테르 사념의 전투단검,2,3,6
13365,+5 유피테르 사념의 전투단검,2,3,6
13372,+12 유피테르 사념의 전투단검,2,3,6
13373,+13 유피테르 사념의 전투단검,2,3,6
13366,+6 유피테르 사념의 전투단검,2,3,6
13367,+7 유피테르 사념의 전투단검,2,3,6
13368,+8 유피테르 사념의 전투단검,2,3,6
13369,+9 유피테르 사념의 전투단검,2,3,6
13370,+10 유피테르 사념의 전투단검,2,3,6
13371,+11 유피테르 사념의 전투단검,2,3,6
13380,+0 크리스,80,3,0
13381,+1 크리스,80,3,0
13382,+2 크리스,80,3,0
13383,+3 크리스,80,3,0
13384,+4 크리스,80,3,0
13391,+11 크리스,80,3,0
13392,+12 크리스,80,3,0
13393,+13 크리스,80,3,0
13385,+5 크리스,80,3,0
13386,+6 크리스,80,3,0
13387,+7 크리스,80,3,0
13388,+8 크리스,80,3,0
13389,+9 크리스,80,3,0
13390,+10 크리스,80,3,0
13400,+0 수라의 전투단검,80,3,0
13401,+1 수라의 전투단검,80,3,0
13402,+2 수라의 전투단검,80,3,0
13403,+3 수라의 전투단검,80,3,0
13404,+4 수라의 전투단검,80,3,0
13411,+11 수라의 전투단검,80,3,0
13412,+12 수라의 전투단검,80,3,0
13413,+13 수라의 전투단검,80,3,0
13405,+5 수라의 전투단검,80,3,0
13406,+6 수라의 전투단검,80,3,0
13407,+7 수라의 전투단검,80,3,0
13408,+8 수라의 전투단검,80,3,0
13409,+9 수라의 전투단검,80,3,0
13410,+10 수라의 전투단검,80,3,0
13420,+0 수라의 퇴마단검,80,3,0
13421,+1 수라의 퇴마단검,80,3,0
13422,+2 수라의 퇴마단검,80,3,0
13423,+3 수라의 퇴마단검,80,3,0
13424,+4 수라의 퇴마단검,80,3,0
13425,+5 수라의 퇴마단검,80,3,0
13432,+12 수라의 퇴마단검,80,3,0
13433,+13 수라의 퇴마단검,80,3,0
13426,+6 수라의 퇴마단검,80,3,0
13427,+7 수라의 퇴마단검,80,3,0
13428,+8 수라의 퇴마단검,80,3,0
13429,+9 수라의 퇴마단검,80,3,0
13430,+10 수라의 퇴마단검,80,3,0
13431,+11 수라의 퇴마단검,80,3,0
13440,+0 베놈리퍼의 전투단검,80,3,0
13441,+1 베놈리퍼의 전투단검,80,3,0
13442,+2 베놈리퍼의 전투단검,80,3,0
13443,+3 베놈리퍼의 전투단검,80,3,0
13444,+4 베놈리퍼의 전투단검,80,3,0
13451,+11 베놈리퍼의 전투단검,80,3,0
13452,+12 베놈리퍼의 전투단검,80,3,0
13453,+13 베놈리퍼의 전투단검,80,3,0
13445,+5 베놈리퍼의 전투단검,80,3,0
13446,+6 베놈리퍼의 전투단검,80,3,0
13447,+7 베놈리퍼의 전투단검,80,3,0
13448,+8 베놈리퍼의 전투단검,80,3,0
13449,+9 베놈리퍼의 전투단검,80,3,0
13450,+10 베놈리퍼의 전투단검,80,3,0
13460,+0 베놈리퍼의 퇴마단검,80,3,0
13461,+1 베놈리퍼의 퇴마단검,80,3,0
13462,+2 베놈리퍼의 퇴마단검,80,3,0
13463,+3 베놈리퍼의 퇴마단검,80,3,0
13470,+10 베놈리퍼의 퇴마단검,80,3,0
13471,+11 베놈리퍼의 퇴마단검,80,3,0
13472,+12 베놈리퍼의 퇴마단검,80,3,0
13473,+13 베놈리퍼의 퇴마단검,80,3,0
13464,+4 베놈리퍼의 퇴마단검,80,3,0
13465,+5 베놈리퍼의 퇴마단검,80,3,0
13466,+6 베놈리퍼의 퇴마단검,80,3,0
13467,+7 베놈리퍼의 퇴마단검,80,3,0
13468,+8 베놈리퍼의 퇴마단검,80,3,0
13469,+9 베놈리퍼의 퇴마단검,80,3,0
13480,+0 블랙 데빌리스의 전투단검,80,3,0
13481,+1 블랙 데빌리스의 전투단검,80,3,0
13482,+2 블랙 데빌리스의 전투단검,80,3,0
13483,+3 블랙 데빌리스의 전투단검,80,3,0
13484,+4 블랙 데빌리스의 전투단검,80,3,0
13485,+5 블랙 데빌리스의 전투단검,80,3,0
13492,+12 블랙 데빌리스의 전투단검,80,3,0
13493,+13 블랙 데빌리스의 전투단검,80,3,0
13486,+6 블랙 데빌리스의 전투단검,80,3,0
13487,+7 블랙 데빌리스의 전투단검,80,3,0
13488,+8 블랙 데빌리스의 전투단검,80,3,0
13489,+9 블랙 데빌리스의 전투단검,80,3,0
13490,+10 블랙 데빌리스의 전투단검,80,3,0
13491,+11 블랙 데빌리스의 전투단검,80,3,0
13500,+0 블랙 데빌리스의 퇴마단검,80,3,0
13501,+1 블랙 데빌리스의 퇴마단검,80,3,0
13502,+2 블랙 데빌리스의 퇴마단검,80,3,0
13503,+3 블랙 데빌리스의 퇴마단검,80,3,0
13504,+4 블랙 데빌리스의 퇴마단검,80,3,0
13505,+5 블랙 데빌리스의 퇴마단검,80,3,0
13512,+12 블랙 데빌리스의 퇴마단검,80,3,0
13513,+13 블랙 데빌리스의 퇴마단검,80,3,0
13506,+6 블랙 데빌리스의 퇴마단검,80,3,0
13507,+7 블랙 데빌리스의 퇴마단검,80,3,0
13508,+8 블랙 데빌리스의 퇴마단검,80,3,0
13509,+9 블랙 데빌리스의 퇴마단검,80,3,0
13510,+10 블랙 데빌리스의 퇴마단검,80,3,0
13511,+11 블랙 데빌리스의 퇴마단검,80,3,0
13520,+0 다크 어쌔신의 전투단검,80,3,0
13521,+1 다크 어쌔신의 전투단검,80,3,0
13522,+2 다크 어쌔신의 전투단검,80,3,0
13523,+3 다크 어쌔신의 전투단검,80,3,0
13524,+4 다크 어쌔신의 전투단검,80,3,0
13525,+5 다크 어쌔신의 전투단검,80,3,0
13532,+12 다크 어쌔신의 전투단검,80,3,0
13533,+13 다크 어쌔신의 전투단검,80,3,0
13526,+6 다크 어쌔신의 전투단검,80,3,0
13527,+7 다크 어쌔신의 전투단검,80,3,0
13528,+8 다크 어쌔신의 전투단검,80,3,0
13529,+9 다크 어쌔신의 전투단검,80,3,0
13530,+10 다크 어쌔신의 전투단검,80,3,0
13531,+11 다크 어쌔신의 전투단검,80,3,0
13540,+0 다크 어쌔신의 퇴마단검,80,3,0
13541,+1 다크 어쌔신의 퇴마단검,80,3,0
13542,+2 다크 어쌔신의 퇴마단검,80,3,0
13543,+3 다크 어쌔신의 퇴마단검,80,3,0
13544,+4 다크 어쌔신의 퇴마단검,80,3,0
13545,+5 다크 어쌔신의 퇴마단검,80,3,0
13552,+12 다크 어쌔신의 퇴마단검,80,3,0
13553,+13 다크 어쌔신의 퇴마단검,80,3,0
13546,+6 다크 어쌔신의 퇴마단검,80,3,0
13547,+7 다크 어쌔신의 퇴마단검,80,3,0
13548,+8 다크 어쌔신의 퇴마단검,80,3,0
13549,+9 다크 어쌔신의 퇴마단검,80,3,0
13550,+10 다크 어쌔신의 퇴마단검,80,3,0
13551,+11 다크 어쌔신의 퇴마단검,80,3,0
13560,+0 오페르시나 어쌔신의 전투단검,80,3,0
13561,+1 오페르시나 어쌔신의 전투단검,80,3,0
13562,+2 오페르시나 어쌔신의 전투단검,80,3,0
13563,+3 오페르시나 어쌔신의 전투단검,80,3,0
13564,+4 오페르시나 어쌔신의 전투단검,80,3,0
13565,+5 오페르시나 어쌔신의 전투단검,80,3,0
13572,+12 오페르시나 어쌔신의 전투단검,80,3,0
13573,+13 오페르시나 어쌔신의 전투단검,80,3,0
13566,+6 오페르시나 어쌔신의 전투단검,80,3,0
13567,+7 오페르시나 어쌔신의 전투단검,80,3,0
13568,+8 오페르시나 어쌔신의 전투단검,80,3,0
13569,+9 오페르시나 어쌔신의 전투단검,80,3,0
13570,+10 오페르시나 어쌔신의 전투단검,80,3,0
13571,+11 오페르시나 어쌔신의 전투단검,80,3,0
13580,+0 오페르시나 어쌔신의 퇴마단검,80,3,0
13581,+1 오페르시나 어쌔신의 퇴마단검,80,3,0
13582,+2 오페르시나 어쌔신의 퇴마단검,80,3,0
13583,+3 오페르시나 어쌔신의 퇴마단검,80,3,0
13584,+4 오페르시나 어쌔신의 퇴마단검,80,3,0
13585,+5 오페르시나 어쌔신의 퇴마단검,80,3,0
13592,+12 오페르시나 어쌔신의 퇴마단검,80,3,0
13593,+13 오페르시나 어쌔신의 퇴마단검,80,3,0
13586,+6 오페르시나 어쌔신의 퇴마단검,80,3,0
13587,+7 오페르시나 어쌔신의 퇴마단검,80,3,0
13588,+8 오페르시나 어쌔신의 퇴마단검,80,3,0
13589,+9 오페르시나 어쌔신의 퇴마단검,80,3,0
13590,+10 오페르시나 어쌔신의 퇴마단검,80,3,0
13591,+11 오페르시나 어쌔신의 퇴마단검,80,3,0
13600,+0 메타트론 어쌔신의 전투단검,80,3,0
13601,+1 메타트론 어쌔신의 전투단검,80,3,0
13602,+2 메타트론 어쌔신의 전투단검,80,3,0
13603,+3 메타트론 어쌔신의 전투단검,80,3,0
13604,+4 메타트론 어쌔신의 전투단검,80,3,0
13605,+5 메타트론 어쌔신의 전투단검,80,3,0
13612,+12 메타트론 어쌔신의 전투단검,80,3,0
13613,+13 메타트론 어쌔신의 전투단검,80,3,0
13606,+6 메타트론 어쌔신의 전투단검,80,3,0
13607,+7 메타트론 어쌔신의 전투단검,80,3,0
13608,+8 메타트론 어쌔신의 전투단검,80,3,0
13609,+9 메타트론 어쌔신의 전투단검,80,3,0
13610,+10 메타트론 어쌔신의 전투단검,80,3,0
13611,+11 메타트론 어쌔신의 전투단검,80,3,0
13620,+0 메타트론 어쌔신의 퇴마단검,80,3,0
13621,+1 메타트론 어쌔신의 퇴마단검,80,3,0
13622,+2 메타트론 어쌔신의 퇴마단검,80,3,0
13623,+3 메타트론 어쌔신의 퇴마단검,80,3,0
13624,+4 메타트론 어쌔신의 퇴마단검,80,3,0
13625,+5 메타트론 어쌔신의 퇴마단검,80,3,0
13632,+12 메타트론 어쌔신의 퇴마단검,80,3,0
13633,+13 메타트론 어쌔신의 퇴마단검,80,3,0
13626,+6 메타트론 어쌔신의 퇴마단검,80,3,0
13627,+7 메타트론 어쌔신의 퇴마단검,80,3,0
13628,+8 메타트론 어쌔신의 퇴마단검,80,3,0
13629,+9 메타트론 어쌔신의 퇴마단검,80,3,0
13630,+10 메타트론 어쌔신의 퇴마단검,80,3,0
13631,+11 메타트론 어쌔신의 퇴마단검,80,3,0
13640,+0 넵튠 슬레이어의 전투단검,80,3,0
13641,+1 넵튠 슬레이어의 전투단검,80,3,0
13642,+2 넵튠 슬레이어의 전투단검,80,3,0
13643,+3 넵튠 슬레이어의 전투단검,80,3,0
13644,+4 넵튠 슬레이어의 전투단검,80,3,0
13645,+5 넵튠 슬레이어의 전투단검,80,3,0
13652,+12 넵튠 슬레이어의 전투단검,80,3,0
13653,+13 넵튠 슬레이어의 전투단검,80,3,0
13646,+6 넵튠 슬레이어의 전투단검,80,3,0
13647,+7 넵튠 슬레이어의 전투단검,80,3,0
13648,+8 넵튠 슬레이어의 전투단검,80,3,0
13649,+9 넵튠 슬레이어의 전투단검,80,3,0
13650,+10 넵튠 슬레이어의 전투단검,80,3,0
13651,+11 넵튠 슬레이어의 전투단검,80,3,0
13660,+0 넵튠 슬레이어의 퇴마단검,80,3,0
13661,+1 넵튠 슬레이어의 퇴마단검,80,3,0
13662,+2 넵튠 슬레이어의 퇴마단검,80,3,0
13663,+3 넵튠 슬레이어의 퇴마단검,80,3,0
13664,+4 넵튠 슬레이어의 퇴마단검,80,3,0
13671,+11 넵튠 슬레이어의 퇴마단검,80,3,0
13672,+12 넵튠 슬레이어의 퇴마단검,80,3,0
13673,+13 넵튠 슬레이어의 퇴마단검,80,3,0
13665,+5 넵튠 슬레이어의 퇴마단검,80,3,0
13666,+6 넵튠 슬레이어의 퇴마단검,80,3,0
13667,+7 넵튠 슬레이어의 퇴마단검,80,3,0
13668,+8 넵튠 슬레이어의 퇴마단검,80,3,0
13669,+9 넵튠 슬레이어의 퇴마단검,80,3,0
13670,+10 넵튠 슬레이어의 퇴마단검,80,3,0
13680,+0 암살단 일격의 전투단검,80,3,0
13681,+1 암살단 일격의 전투단검,80,3,0
13682,+2 암살단 일격의 전투단검,80,3,0
13683,+3 암살단 일격의 전투단검,80,3,0
13684,+4 암살단 일격의 전투단검,80,3,0
13685,+5 암살단 일격의 전투단검,80,3,0
13692,+12 암살단 일격의 전투단검,80,3,0
13693,+13 암살단 일격의 전투단검,80,3,0
13686,+6 암살단 일격의 전투단검,80,3,0
13687,+7 암살단 일격의 전투단검,80,3,0
13688,+8 암살단 일격의 전투단검,80,3,0
13689,+9 암살단 일격의 전투단검,80,3,0
13690,+10 암살단 일격의 전투단검,80,3,0
13691,+11 암살단 일격의 전투단검,80,3,0
13700,+0 암살단 일격의 퇴마단검,80,3,0
13701,+1 암살단 일격의 퇴마단검,80,3,0
13702,+2 암살단 일격의 퇴마단검,80,3,0
13703,+3 암살단 일격의 퇴마단검,80,3,0
13704,+4 암살단 일격의 퇴마단검,80,3,0
13711,+11 암살단 일격의 퇴마단검,80,3,0
13712,+12 암살단 일격의 퇴마단검,80,3,0
13713,+13 암살단 일격의 퇴마단검,80,3,0
13705,+5 암살단 일격의 퇴마단검,80,3,0
13706,+6 암살단 일격의 퇴마단검,80,3,0
13707,+7 암살단 일격의 퇴마단검,80,3,0
13708,+8 암살단 일격의 퇴마단검,80,3,0
13709,+9 암살단 일격의 퇴마단검,80,3,0
13710,+10 암살단 일격의 퇴마단검,80,3,0
13720,+0 바알베크 집행관의 전투단검,80,3,0
13721,+1 바알베크 집행관의 전투단검,80,3,0
13722,+2 바알베크 집행관의 전투단검,80,3,0
13723,+3 바알베크 집행관의 전투단검,80,3,0
13724,+4 바알베크 집행관의 전투단검,80,3,0
13731,+11 바알베크 집행관의 전투단검,80,3,0
13732,+12 바알베크 집행관의 전투단검,80,3,0
13733,+13 바알베크 집행관의 전투단검,80,3,0
13725,+5 바알베크 집행관의 전투단검,80,3,0
13726,+6 바알베크 집행관의 전투단검,80,3,0
13727,+7 바알베크 집행관의 전투단검,80,3,0
13728,+8 바알베크 집행관의 전투단검,80,3,0
13729,+9 바알베크 집행관의 전투단검,80,3,0
13730,+10 바알베크 집행관의 전투단검,80,3,0
13740,+0 바알베크 집행관의 퇴마단검,80,3,0
13741,+1 바알베크 집행관의 퇴마단검,80,3,0
13742,+2 바알베크 집행관의 퇴마단검,80,3,0
13743,+3 바알베크 집행관의 퇴마단검,80,3,0
13744,+4 바알베크 집행관의 퇴마단검,80,3,0
13751,+11 바알베크 집행관의 퇴마단검,80,3,0
13752,+12 바알베크 집행관의 퇴마단검,80,3,0
13753,+13 바알베크 집행관의 퇴마단검,80,3,0
13745,+5 바알베크 집행관의 퇴마단검,80,3,0
13746,+6 바알베크 집행관의 퇴마단검,80,3,0
13747,+7 바알베크 집행관의 퇴마단검,80,3,0
13748,+8 바알베크 집행관의 퇴마단검,80,3,0
13749,+9 바알베크 집행관의 퇴마단검,80,3,0
13750,+10 바알베크 집행관의 퇴마단검,80,3,0
13760,+0 미드나잇 아르테미스의 전투단검,80,3,0
13761,+1 미드나잇 아르테미스의 전투단검,80,3,0
13762,+2 미드나잇 아르테미스의 전투단검,80,3,0
13763,+3 미드나잇 아르테미스의 전투단검,80,3,0
13764,+4 미드나잇 아르테미스의 전투단검,80,3,0
13765,+5 미드나잇 아르테미스의 전투단검,80,3,0
13772,+12 미드나잇 아르테미스의 전투단검,80,3,0
13773,+13 미드나잇 아르테미스의 전투단검,80,3,0
13766,+6 미드나잇 아르테미스의 전투단검,80,3,0
13767,+7 미드나잇 아르테미스의 전투단검,80,3,0
13768,+8 미드나잇 아르테미스의 전투단검,80,3,0
13769,+9 미드나잇 아르테미스의 전투단검,80,3,0
13770,+10 미드나잇 아르테미스의 전투단검,80,3,0
13771,+11 미드나잇 아르테미스의 전투단검,80,3,0
13780,+0 미드나잇 아르테미스의 퇴마단검,80,3,0
13781,+1 미드나잇 아르테미스의 퇴마단검,80,3,0
13782,+2 미드나잇 아르테미스의 퇴마단검,80,3,0
13783,+3 미드나잇 아르테미스의 퇴마단검,80,3,0
13784,+4 미드나잇 아르테미스의 퇴마단검,80,3,0
13791,+11 미드나잇 아르테미스의 퇴마단검,80,3,0
13792,+12 미드나잇 아르테미스의 퇴마단검,80,3,0
13793,+13 미드나잇 아르테미스의 퇴마단검,80,3,0
13785,+5 미드나잇 아르테미스의 퇴마단검,80,3,0
13786,+6 미드나잇 아르테미스의 퇴마단검,80,3,0
13787,+7 미드나잇 아르테미스의 퇴마단검,80,3,0
13788,+8 미드나잇 아르테미스의 퇴마단검,80,3,0
13789,+9 미드나잇 아르테미스의 퇴마단검,80,3,0
13790,+10 미드나잇 아르테미스의 퇴마단검,80,3,0
13800,+0 크리스의 전투단검,80,3,0
13801,+1 크리스의 전투단검,80,3,0
13802,+2 크리스의 전투단검,80,3,0
13803,+3 크리스의 전투단검,80,3,0
13804,+4 크리스의 전투단검,80,3,0
13805,+5 크리스의 전투단검,80,3,0
13812,+12 크리스의 전투단검,80,3,0
13813,+13 크리스의 전투단검,80,3,0
13806,+6 크리스의 전투단검,80,3,0
13807,+7 크리스의 전투단검,80,3,0
13808,+8 크리스의 전투단검,80,3,0
13809,+9 크리스의 전투단검,80,3,0
13810,+10 크리스의 전투단검,80,3,0
13811,+11 크리스의 전투단검,80,3,0
13820,+0 크리스의 퇴마단검,80,3,0
13821,+1 크리스의 퇴마단검,80,3,0
13822,+2 크리스의 퇴마단검,80,3,0
13823,+3 크리스의 퇴마단검,80,3,0
13824,+4 크리스의 퇴마단검,80,3,0
13825,+5 크리스의 퇴마단검,80,3,0
13832,+12 크리스의 퇴마단검,80,3,0
13833,+13 크리스의 퇴마단검,80,3,0
13826,+6 크리스의 퇴마단검,80,3,0
13827,+7 크리스의 퇴마단검,80,3,0
13828,+8 크리스의 퇴마단검,80,3,0
13829,+9 크리스의 퇴마단검,80,3,0
13830,+10 크리스의 퇴마단검,80,3,0
13831,+11 크리스의 퇴마단검,80,3,0
13840,+0 인페르노 어쌔신의 전투단검,80,3,0
13841,+1 인페르노 어쌔신의 전투단검,80,3,0
13842,+2 인페르노 어쌔신의 전투단검,80,3,0
13843,+3 인페르노 어쌔신의 전투단검,80,3,0
13844,+4 인페르노 어쌔신의 전투단검,80,3,0
13845,+5 인페르노 어쌔신의 전투단검,80,3,0
13852,+12 인페르노 어쌔신의 전투단검,80,3,0
13853,+13 인페르노 어쌔신의 전투단검,80,3,0
13846,+6 인페르노 어쌔신의 전투단검,80,3,0
13847,+7 인페르노 어쌔신의 전투단검,80,3,0
13848,+8 인페르노 어쌔신의 전투단검,80,3,0
13849,+9 인페르노 어쌔신의 전투단검,80,3,0
13850,+10 인페르노 어쌔신의 전투단검,80,3,0
13851,+11 인페르노 어쌔신의 전투단검,80,3,0
13860,+0 인페르노 어쌔신의 퇴마단검,80,3,0
13861,+1 인페르노 어쌔신의 퇴마단검,80,3,0
13862,+2 인페르노 어쌔신의 퇴마단검,80,3,0
13863,+3 인페르노 어쌔신의 퇴마단검,80,3,0
13864,+4 인페르노 어쌔신의 퇴마단검,80,3,0
13865,+5 인페르노 어쌔신의 퇴마단검,80,3,0
13872,+12 인페르노 어쌔신의 퇴마단검,80,3,0
13873,+13 인페르노 어쌔신의 퇴마단검,80,3,0
13866,+6 인페르노 어쌔신의 퇴마단검,80,3,0
13867,+7 인페르노 어쌔신의 퇴마단검,80,3,0
